Hato	Lote	Grupo	Ubicación	ID	Referencia	Color	Raza	Sexo/ tipo	Padre	Madre gen.	Madre 	Edad	Estado	Nacimiento	Peso nacim.	Destete	Peso destete	kg/d destete	Fecha ultimo peso	Ultimo peso	kg/d dest/últ	kg/d nac./últ.	Entrada	Origen	Peso entrada	Valor entrada	Salida	Destino	Peso salida	Valor salida	kg ganados	$ ganados	kg/d	$/d	Int. entre partos	No. crías	kg.prom. nacim.	kg dest. (vida)	Valor prom. destete	kg/d al destete /IEP	$/d  al destete	Leche lact. (vida)	Leche 305d (vida)	Leche vida vs.hato	Prot. vida vs.hato	Grasa vida vs.hato	Leche /día/IEP	Prot /día	Grasa /día	Costo /día	P	Ult. parto	1er. celo	Ult. celo	Toro programado	1er ser	# ser	Ult. servicio	Toro últ.serv.	Dias serv	Ult. diag. preñez	Ult. resultado	Preñada del toro	Concepción	Días preñez	No. crías	Destete	kg dest.	$ dest.	Secado	Leche lactan.	Leche 305d	Prot. lac. kg	Prot. 305d  kg	Grasa lact. kg	Grasa 305d kg	Lt  Lact. vs.hato	Prot. lac vs hato	Grasa lac. vs hato	Costo eventos	Prot.% prom	Grasa% prom	Lac.% prom	CSS'000 prom	Fecha últ. leche	Ult. leche	%últ. prot.	%últ. grasa	%últ. lacto.	Ult. CCS '000	Próximo parto 	Nombre	Numero	Registro	Id. Electrónica	Nombre largo	Retiro leche hasta	Retiro carne hasta	Cría (este parto)	AM	PM	TOTAL	Fecha inicio lactoinducción	Comentarios	Mes últ. parto	Mes prox. parto	Estado fertilidad	Estado lactancia	Toro últ. parto	Edad 1er. parto	Peso 1er. parto	Inicio servicio	Ult. TE	Donadora	Ult. aborto	No. abo (vida)	Tercio lactancia	Días al pico	Prod. al pico	Leche acumulada	Leche/día acum.	Leche/ día vida	Conc./ día 	Conc. acumulado	Conc./leche actual	Conc./leche acumulado	Días secos (actual)	Prom. días secos	Kg/día 	kg/día desde entrada	Ult. cond. corporal	Cond. corp.	Abuelo materno	Leche lact. madre	Leche 305d madre	Leche vrs. hato 	kg/dia al destete 	kg/día dest (vida)	Reg. leche	Life high SCC	Curr. high SCC	Mast. vida	Mast. act.	Cojera vida	Cojera act.	Prom part -conc.	Vida serv-concep.	Prog. Novillas	Prog. vacas	Prog. machos
RC		HOR.1		2567                			HO	He:Rp	90	1660	1660	4a0m	PR/Horra	10/04/2017	35.0	11/04/2017...1	35.6	0.614	10/08/2018487	336.0	0.618	0.618							500.0		500.0		0.351		502	1	35.0					8'465	6'130	126%	100%	100%	16.9			$235	 1	7/01/2020474	7/03/2020...60	14/08/2020220		7/03/2020...60	5	14/08/2020220	102	254	21/10/2020288	Cargada He	102	14/08/2020220	254	1	8/01/2020.....1			15/03/2021433	8'465	6'130					126%	100%	100%	$101'900					15/03/2021433	13.9					23/05/2021502	2567	2567		900115000827343				M-2567-1(Ma:Ceb)						2020/01 (enero)	2021/05 (mayo)	PR	Horra		2a8m	500	26/12/2020				1	3 >200	24	27.0	8'465	19.6	19.6	0.0	2'235	0.000	0.264	69	69					69	7'175	7'040	116%			29	0	0	0	0	0	0	220	4.5			
ISLA		PARAI		2568                				He:Rp	85	1924	1924	4a0m	Ser/Lac	11/04/2017	35.0	12/04/2017...1	37.0	2.000	16/11/2018584	399.0	0.621	0.623							500.0		500.0		0.341		408	2	36.5	36.9	$100'000	0.090	$245	4'886	6'229	108%	100%	100%	9.4			$197	 2	9/01/2021106	17/04/2021.98	17/04/2021.98		17/04/2021.98	1	17/04/2021.98	109	8						1	10/01/2021...1	38.3			7'990	7'990					127%	100%	100%	$20'000					15/04/2021.96	28.8						2568	2568		900115000827237				482(He:Rp)						2021/01 (enero)		Ser	Lac	106	2a7m	500	29/12/2021					2 101-200	79	32.1	2'533	26.4	17.1	10.0	680	0.347	0.268		70					69	4'564	4'518	82%			28	0	0	0	0	0	0	133	4.0	482		
ISLA		JCAL		2570                	ISLA		HO	He:Rp	85	1892	1892	4a0m	Nc/Lac	15/04/2017	35.0	16/04/2017...1	36.0	1.000	16/11/2018580	372.0	0.580	0.581							500.0		500.0		0.395		487	2	35.0	35.5	$110'000	0.073	$226	5'812	4'833	89%	100%	100%	8.5				 2	20/01/202195					0									1	21/01/2021...1	35.5	$110'000		5'061	5'061					84%	100%	100%						15/04/2021.85	18.0						2570	2570		900115000827246				M-2570-2(Ma:Rp)						2021/01 (enero)		Nc	Lac	1	2a5m	480	9/01/2022					1 0-100	40	20.9	1'473	17.3	15.3	5.0	451	0.278	0.306		97					66	5'611	4'739	96%			31	0	0	0	0	0	0	195	1.0			
RC		R 2		2576                	ISLA		HO	He:Rp	KODIAK	1787	1787	3a11m	Palp-/Lac	26/04/2017	35.0	27/04/2017...1	35.5	0.537	16/11/2018569	391.0	0.626	0.626							500.0		500.0		0.348		399	2	35.0					7'098	6'123	118%	100%	100%	12.4			$203	 2	22/12/2020124	27/01/2021.36	17/02/2021.57		17/02/2021.57	1	17/02/2021.57	114	67	7/04/2021.106	Negativo O				1	23/12/2020...1				5'797	5'797					111%	100%	100%	$60'000					15/04/2021114	17.6						2576	2576		900115000827252				M-2576-2(Ma:Rp)						2020/12 (diciembre)		Palp-	Lac	104	2a6m	500	11/12/2021					2 101-200	24	27.9	2'741	24.0	21.4	7.0	685	0.398	0.250		53					POWER	5'503	5'564	93%			29	0	0	0	0	0	0	119	2.0			
ISLA		PARAI		2581                			HO	He:Rp	98	1955	1955	3a11m	Nc/Lac	2/05/2017	35.0	3/05/2017.....1	35.3	0.257	16/11/2018563	384.0	0.621	0.620							500.0		500.0		0.387		524	2	35.0	35.6		0.068		5'883	6'072	103%	100%	100%	7.5			$117	 2	11/03/202145					0									1	12/03/2021...1	35.5			7'432	7'432					116%	100%	100%						15/04/2021.35	26.2						2581	2581		900115000827212				G2461(He:Rp)						2021/03 (marzo)		Nc	Lac	103	2a5m	478	28/02/2022					1 0-100	35	26.2	799	22.8	15.1	9.0	205	0.344	0.257		116					69	6'647	6'153	103%			28	0	0	0	0	0	0	243	4.0	227; G2461		
ISLA		JCAL		2582                			HO	He:Rp	88	1900	1900	3a11m	Nc/Lac	3/05/2017	35.0	4/05/2017.....1	35.3	0.324	16/11/2018562	393.0	0.638	0.637							500.0		500.0		0.457		595							3'559	3'208	64%	100%	100%	3.7			$65	 2	3/04/202122					0										4/04/2021.....1				2'857	2'857					48%	100%	100%						15/04/2021.12	9.1						2582	2582		900115000827267										2021/04 (abril)		Nc	Lac		2a3m	453	23/03/2022					1 0-100	12	9.1	0	0.0	12.5	5.0	60	0.549			323					66	7'848	7'074	121%			17	0	0	0	0	0	0	313	4.0			
ISLA		PARAI		2584                			HO	He:Rp	91	1564	1564	3a11m	Ser/Lac	7/05/2017	35.0	8/05/2017.....1	35.5	0.500	16/11/2018558	403.0	0.660	0.659							500.0		500.0		0.347		440	2	35.0	35.5	$100'000	0.081	$227	6'666	6'315	117%	100%	100%	11.5			$188	 2	21/12/2020125	20/02/2021.61	17/04/2021117		20/02/2021.61	2	17/04/2021117	115	8	7/04/2021.107	Negativo O				1	22/12/2020...1	35.5			6'990	6'990					124%	100%	100%	$65'000					15/04/2021115	22.9						2584	2584		900115000827231				M-2584-2(Ma:Rp)						2020/12 (diciembre)		Ser	Lac	106	2a5m	477	10/12/2021					2 101-200	56	31.0	3'034	26.4	19.9	7.0	932	0.306	0.307		67					66	5'309	5'309	93%			31	0	0	0	0	0	0	164	2.5			
ISLA		PARAI		2586                			HO	He:Rp		2109	2109	3a11m	PR/Lac	11/05/2017	40.0	12/05/2017...1	40.2	0.231	16/11/2018554	385.0	0.623	0.623							500.0		500.0		0.442		398	2	35.0	35.5		0.089		4'343	4'770	90%	100%	100%	9.6			$66	 2	18/10/2020189	20/02/2021125	20/02/2021125		20/02/2021125	1	20/02/2021125	113	64	21/04/2021185	Cargada Ma	113	20/02/2021125	64	1	19/10/2020...1	35.6		30/09/2021347	5'769	5'196					88%	100%	100%	$20'000					15/04/2021179	16.2					29/11/2021407	2586	2586		900115000827241				425(He:Rp)						2020/10 (octubre)	2021/11 (noviembre)	PR	Lac	105	2a4m	473	7/10/2021					2 101-200	162	20.4	3'295	18.4	16.6	5.0	919	0.309	0.279		110					83	7'977	5'750	102%			29	0	0	0	0	0	0	118	1.3	219		
ISLA		PARAI		2587                	ISLA		HO(75%) x JE(25%)	He:Rp	96	260J	260J	3a11m	PR/Lac	13/05/2017	28.0	14/05/2017...1	28.3	0.292	16/11/2018552	367.0	0.615	0.614							500.0		500.0		0.353		344	2	35.0	35.6	$100'000	0.103	$291	3'282	3'830	76%	100%	100%	8.5			$119	 2	7/11/2020169	23/01/2021.77	23/01/2021.77		23/01/2021.77	1	23/01/2021.77	113	92	7/04/2021.151	Cargada Ma	113	23/01/2021.77	92	1	8/11/2020.....1	35.5	$100'000	2/09/2021.299	4'377	4'377					77%	100%	100%	$20'000					15/04/2021159	13.9					1/11/2021.359	2587	2587		900115000827293				M-2587-2(Ma:Rp)						2020/11 (noviembre)	2021/11 (noviembre)	PR	Lac	106	2a7m	500	27/10/2021					2 101-200	69	17.9	2'562	16.1	13.9	3.0	615	0.216	0.240		68					81	4'709	4'741	83%			26	0	0	0	0	0	0	67	2.0	259		
ISLA		PARAI		2588                	ISLA		HO	He:Rp	88	1910	1910	3a11m	PR/Lac	13/05/2017	41.0	14/05/2017...1	41.2	0.167	16/11/2018552	394.0	0.640	0.639							500.0		500.0		0.353		378	1	35.0	35.5		0.094		3'038	5'003	92%	100%	100%	13.0			$144	 2	15/07/2020284	19/09/2020.66	19/09/2020.66		19/09/2020.66	1	19/09/2020.66	104	218	18/11/2020126	Cargada	104	19/09/2020.66	218	1	16/07/2020...1	35.5		29/04/2021288	6'969	6'969					123%	100%	100%	$20'000					15/04/2021274	17.6					28/06/2021348	2588	2588		900115000827217				M-2588-2(Ma:Rp)						2020/07 (julio)	2021/06 (junio)	PR	Lac	105	2a0m	417	4/07/2021					3 >200	44	29.4	6'741	24.6	17.0	0.0	2'051	0.000	0.304		106					69	6'367	6'124	105%			37	0	0	0	0	0	0	95	1.7			
RC		R 2		2589                			HO	He:Rp	90	1829	1829	3a11m	Nc/Lac	13/05/2017	35.0	14/05/2017...1	35.3	0.333	16/11/2018552	355.0	0.580	0.580							500.0		500.0		0.399		464	2	35.0	35.5	$110'000	0.077	$237	6'520	6'021	113%	100%	100%	10.3			$36	 2	22/01/202193					0									1	23/01/2021...1	35.5	$110'000		6'596	6'596					120%	100%	100%						15/04/2021.83	22.4						2589	2589		900115000827221				M-2589-2(Ma:Rp)						2021/01 (enero)		Nc	Lac	112	2a5m	478	11/01/2022					1 0-100	38	28.1	2'090	25.2	18.6	7.0	667	0.313	0.319		83					74	7'879	5'855	98%			30	0	0	0	0	0	0	189	2.0			
ISLA		PARAI		2590                			HO	He:Rp	91	1721B	1721B	3a11m	Ser/Lac	15/05/2017	35.0	16/05/2017...1	35.4	0.364	31/01/2019626	411.0	0.601	0.601							500.0		500.0		0.349		381	2	35.0	35.5	$100'000	0.093	$262	4'523	6'358	112%	100%	100%	10.1			$179	 2	11/12/2020135	20/02/2021.71	17/04/2021127		20/02/2021.71	2	17/04/2021127	115	8	7/04/2021.117	Negativo O				1	12/12/2020...1	35.5			8'238	8'238					136%	100%	100%	$65'000					15/04/2021125	29.1						2590	2590		900115000827286				M-2590-3(Ma:Rp)						2020/12 (diciembre)		Ser	Lac	106	2a6m	498	30/11/2021					2 101-200	94	33.3	3'465	27.7	18.4	10.0	1'041	0.344	0.300		72					98	3'975	3'616	80%			28	0	0	0	0	0	0	95	1.5			
RC		R 2		2592                	ISLA		HO	He:Rp	96	2098	2098	3a11m	PR/Lac	18/05/2017	35.0	19/05/2017...1	35.1	0.053	16/11/2018547	409.0	0.685	0.684							500.0		500.0		0.406		394	2	35.0	35.4		0.090		6'277	6'082	109%	100%	100%	11.8			$93	 2	5/12/2020141	18/03/2021103	18/03/2021103		18/03/2021103	1	18/03/2021103	123	38	21/04/2021137	Positivo	123	18/03/2021103	38	1	6/12/2020.....1	35.5			7'816	6'487					109%	100%	100%	$30'000					15/04/2021131	22.0					25/12/2021385	2592	2592		900115000827253				M-2592-2(Ma:Rp)						2020/12 (diciembre)	2021/12 (diciembre)	PR	Lac	105	2a5m	482	24/11/2021					2 101-200	100	25.4	2'993	22.8	19.2	7.0	923	0.318	0.308		51					86	6'759	5'957	106%			31	0	0	0	0	0	0	113	1.7	238		
ISLA		HO.JU		2593                			HO	He:Rp	90	1685	1685	3a11m	PR/Horra	16/05/2017	35.0	17/05/2017...1	35.5	0.476	16/11/2018549	469.0	0.791	0.791							500.0		500.0		0.353		743	1	35.0	35.5	$55'000			8'424	5'646	114%	100%	100%	11.3			$78	 1	30/10/2019543	25/12/2019.56	2/02/2021.461		25/12/2019.56	3	2/02/2021.461	103	82	7/04/2021.525	Positivo	103	2/02/2021.461	82	1	31/10/2019...1	35.5	$55'000	28/02/2021487	8'424	5'646					114%	100%	100%	$41'900					1/03/2021.488	14.7					11/11/2021743	2593	2593		900115000827268				M-2593-1(Ma:Rp)						2019/10 (octubre)	2021/11 (noviembre)	PR	Horra	5	2a5m	484	18/10/2020			3/09/2020	1	3 >200	77	23.5	8'424	17.3	17.3	0.0	2'323	0.000	0.276	256	256					54	7'108	6'922	115%			31	0	0	0	0	0	0	461	3.5			
ISLA		HO.JU		2600                			HO	He:Rp	80	1995	1995	3a10m	PR/Horra	30/05/2017	35.0	31/05/2017...1	35.7	0.714	5/07/2019.766	485.0	0.587	0.587							500.0		500.0		0.468		359	1	35.0	35.5	$100'000	0.099	$279	2'833	2'833	63%	100%	100%	7.9			$169	 2	22/07/2020277	13/09/2020.53	21/10/2020.91		13/09/2020.53	3	21/10/2020.91	22	186	13/01/2021175	Cargada	22	21/10/2020.91	186	1	23/07/2020...1	35.5	$100'000	31/01/2021193	2'839	2'839					65%	100%	100%	$101'900					31/01/2021193	4.1					30/07/2021373	2600	2600		900115000827222				M-2600-2(Ma:Rp)						2020/07 (julio)	2021/07 (julio)	PR	Horra	105	2a2m	437	11/07/2021				1	3 >200	22	24.0	2'839	14.7	12.1	0.0	531	0.000	0.187	180	124					69	2'583	2'578	77%			29	0	0	0	0	0	0	80	2.7			
RC		HOR.1		2601                			HO	He:Rp	85	1932	1932	3a11m	Ca/Horra	23/05/2017	35.0	24/05/2017...1	35.2	0.214	16/11/2018542	381.0	0.639	0.638							500.0		500.0		0.366			1	35.0	35.4				7'659	5'291	108%	100%	100%	9.5			$168	 1	17/11/2019525	28/11/2019.11	31/03/2021500		23/01/2020.67	9	2/03/2021.471	80	54	10/02/2021451	Negativo	102			1	18/11/2019...1	35.4		15/02/2021456	7'659	5'291					108%	100%	100%	$87'631					15/02/2021456	9.3						2601	2601		900115000827223				252(He:Rp)						2019/11 (noviembre)		Ca	Horra	5	2a5m	489	5/11/2020			6/06/2020	1	3 >200	59	20.1	7'659	16.8	16.8	0.0	2'240	0.000	0.292							69	6'437	6'284	106%			29	0	0	0	0	0	0		2.0	252		
ISLA		PARAI		2602                			HO	He:Rp	90	1484	1484	3a10m	Palp-/Lac	26/05/2017	35.0	27/05/2017...1	35.7	0.727	16/11/2018539	391.0	0.660	0.660							500.0		500.0		0.414		398	2	34.5	35.1		0.088		6'146	7'499	130%	100%	100%	11.6			$313	 2	28/12/2020118	3/03/2021...65	23/03/2021.85		3/03/2021...65	2	23/03/2021.85	109	33	21/04/2021114	Dudoso				1	29/12/2020...1	34.7			8'910	8'910					140%	100%	100%	$120'000					15/04/2021108	32.5						2602	2602		900115000827261				481(He:Rp)						2020/12 (diciembre)		Palp-	Lac	106	2a6m	492	17/12/2021					2 101-200	91	34.6	3'096	28.7	22.2	10.0	782	0.308	0.253		89					67	5'697	5'477	93%			26	0	0	0	0	0	0	116	3.0	481		
RC		HOR.1		2604                			HO	He:Rp	88	1969	1969	3a10m	PR/Horra	28/05/2017	35.0	29/05/2017...1	35.5	0.514	16/11/2018537	368.0	0.620	0.620							500.0		500.0		0.376		544	1	35.0					7'304	4'971	103%	100%	100%	13.4			$141	 1	25/12/2019487	13/02/2020.50	12/09/2020262		7/03/2020...73	8	12/09/2020262	80	225	18/11/2020329	Cargada	80	12/09/2020262	225	1	26/12/2019...1			30/03/2021461	7'304	4'971					103%	100%	100%	$68'000					29/03/2021460	12.3					21/06/2021544	2604	2604		900115000827218				M-2604-1(Ma:Ceb)						2019/12 (diciembre)	2021/06 (junio)	PR	Horra		2a6m	500	13/12/2020			21/08/2020	1	3 >200	50	19.3	7'304	15.9	15.9	0.0	1'923	0.000	0.263	83	83						2'831	2'831	75%			30	0	0	0	0	0	0	262	6.5			
ISLA		HO.JU		2606                			HO	He:Rp	85	1968	1968	3a10m	PR/Horra	30/05/2017	35.0	31/05/2017...1	35.8	0.765	16/11/2018535	436.0	0.750	0.750							500.0		500.0		0.365		291	1	35.0	35.4	$847	0.122	$3	4'662	4'662	100%	100%	100%	16.0			$38	 2	22/05/2020338	23/06/2020.32	25/07/2020.64		25/07/2020.64	1	25/07/2020.64	104	274	23/09/2020124	Cargada Ma	104	25/07/2020.64	274		23/05/2020...1			28/02/2021282	4'779	4'779					84%	100%	100%	$20'000					1/03/2021.283	11.9					3/05/2021.346	2606	2606		900115000827245										2020/05 (mayo)	2021/05 (mayo)	PR	Horra	16	2a3m	461	11/05/2021					3 >200	39	21.3	4'779	16.9	18.0	0.0	1'310	0.000	0.274	64	64					69	8'282	8'114	149%			33	0	0	0	0	0	0	63	1.0			
ISLA		PARAI		2608                			HO	He:Rp	96	2102	2102	3a10m	PR/Lac	7/06/2017	35.0	8/06/2017.....1	35.1	0.100	28/03/2019659	430.0	0.600	0.599							500.0		500.0		0.359		377	2	35.0	35.6	$100'000	0.094	$265	3'733	3'897	79%	100%	100%	9.0			$72	 2	25/10/2020182	21/01/2021.88	22/01/2021.89		21/01/2021.88	1	22/01/2021.89	113	93	7/04/2021.164	Cargada Ma	113	22/01/2021.89	93	1	26/10/2020...1	35.5	$100'000	1/09/2021.311	4'108	4'060					82%	100%	100%	$40'000					15/04/2021172	8.1					31/10/2021371	2608	2608		900115000827266				M-2608-2(Ma:Rp)						2020/10 (octubre)	2021/10 (octubre)	PR	Lac	104	2a4m	462	14/10/2021					2 101-200	51	22.4	3'060	17.8	14.7	0.0	673	0.000	0.220		92					85	7'662	6'210	108%			29	0	0	0	0	0	0	99	1.3	218		
ISLA		JCAL		2610                			HO	He:Rp	90	4238	4238	3a10m	PR/Lac	6/06/2017	35.0	7/06/2017.....1	35.6	0.590	16/11/2018528	361.0	0.617	0.617							500.0		500.0		0.446		397	2	35.0	35.5		0.089		4'328	4'742	86%	100%	100%	9.5			$157	 2	10/10/2020197	12/12/2020.63	20/02/2021133		12/12/2020.63	3	20/02/2021133	116	64	21/04/2021193	Cargada He	116	20/02/2021133	64	1	11/10/2020...1			30/09/2021355	5'900	5'157					84%	100%	100%	$90'000					15/04/2021187	17.6					29/11/2021415	2610	2610		900115000827239				H-2610-2(He:Rp)						2020/10 (octubre)	2021/11 (noviembre)	PR	Lac	105	2a3m	457	29/09/2021					2 101-200	36	19.7	3'216	17.2	15.7	5.0	800	0.284	0.249		87					98	5'895	5'659	95%			30	0	0	0	0	0	0	120	2.0			
RC		R 2		2612                			HO	He:Rp	90	1443	1443	3a9m	Palp-/Lac	27/06/2017	35.0	28/06/2017...1	35.4	0.450	31/01/2019583	375.0	0.583	0.583							500.0		500.0		0.437		419	2	35.0	35.5		0.085		2'979	3'969	77%	100%	100%	5.9			$89	 2	10/01/2021105	6/03/2021...55	6/03/2021...55		6/03/2021...55	1	6/03/2021...55	113	50	7/04/2021...87	Negativo				1	11/01/2021...1	35.5			4'958	4'958					90%	100%	100%	$20'000					15/04/2021.95	16.7						2612	2612		900115000827303				M-2612-2(Ma:Rp)						2021/01 (enero)		Palp-	Lac		2a4m	472	30/12/2021					2 101-200	21	21.2	1'779	18.7	13.0	7.0	505	0.419	0.284		148					62	6'295	5'983	99%			24	0	0	0	0	0	0	138	2.0			
RC		R 2		2614                			HO	He:Rp	91	1931	1931	3a9m	Ser/Lac	29/06/2017	35.0	30/06/2017...1	35.6	0.553	16/11/2018505	367.0	0.658	0.657							500.0		500.0		0.365		384	2	37.5	37.5		0.098		6'984	7'086	130%	100%	100%	12.4			$43	 2	21/01/202194	3/04/2021...72	3/04/2021...72		3/04/2021...72	1	3/04/2021...72	124	22						1	22/01/2021...1	40.1			7'713	7'713					130%	100%	100%	$20'000					15/04/2021.84	27.1						2614	2614		900115000827228				493(He:Rp)						2021/01 (enero)		Ser	Lac	108	2a6m	494	10/01/2022					1 0-100	39	29.6	2'286	27.2	22.3	9.0	741	0.332	0.324		52					69	7'529	7'512	128%			28	0	0	0	0	0	0	106	3.0	271; 493		
RC		R 2		2615                			HO	He:Rp	91	1947	1947	3a9m	Ser/Lac	29/06/2017	35.0	30/06/2017...1	35.3	0.263	16/11/2018505	347.0	0.619	0.618							500.0		500.0		0.360		445	2	35.0	35.0		0.079		6'057	5'829	110%	100%	100%	9.5			$339	 2	6/02/202178	17/04/2021.70	17/04/2021.70		17/04/2021.70	1	17/04/2021.70	124	8						1	7/02/2021.....1	35.0			6'473	6'473					117%	100%	100%	$79'900					15/04/2021.68	22.3						2615	2615		900115000827272				499(He:Rp)						2021/02 (febrero)		Ser	Lac	17	2a4m	472	26/01/2022					1 0-100	37	28.5	1'668	24.5	18.0	9.0	482	0.404	0.289		83					69	6'798	7'065	123%			28	0	0	0	0	0	0	173	3.0	499		
ISLA		PARAI		2616                			HO	He:Rp	94	1545	1545	3a9m	PR/Lac	29/06/2017	35.0	30/06/2017...1	35.3	0.289	16/11/2018505	389.0	0.702	0.701							500.0		500.0		0.365		397	1	35.0	35.5	$100'000	0.089	$252	3'037	4'751	87%	100%	100%	9.3			$71	 2	14/10/2020193	17/11/2020.34	11/12/2020.58		11/12/2020.58	1	11/12/2020.58	118	135	10/02/2021119	Cargada	118	11/12/2020.58	135	1	15/10/2020...1	35.5	$100'000	21/07/2021280	6'466	6'466					114%	100%	100%	$15'000					15/04/2021183	23.0					19/09/2021340	2616	2616		900115000827227				M-2616-2(Ma:Rp)						2020/10 (octubre)	2021/09 (septiembre)	PR	Lac	1	2a0m	410	3/10/2021					2 101-200	47	26.9	4'336	23.7	15.2	7.0	1'212	0.304	0.280		152					45	5'081	4'226	80%			30	0	0	0	0	0	0	111	2.3			
RC		R 2		2617                			HO	He:Rp	88	1967	1967	3a9m	Ser/Lac	1/07/2017	35.0	2/07/2017.....1	35.3	0.306	1/04/20201005	644.0	0.606	0.606							500.0		500.0		0.362			1	35.0	35.5					6'024	123%	100%	100%	11.2			$180	 1	6/04/2020384	13/06/2020.68	12/04/2021371		13/06/2020.68	8	12/04/2021371	80	13	24/02/2021324	Negativo				1	7/04/2020.....1	35.5			7'354	6'024					123%	100%	100%	$68'000					15/04/2021374	16.3						2617	2617		900115000827254				M-2617-1(Ma:Rp)						2020/04 (abril)		Ser	Lac	10	2a9m	500	26/03/2021			24/02/2021	4	3 >200	54	23.1	7'370	19.7	19.7	5.0	2'248	0.307	0.305							69	6'361	5'642	98%			25	0	0	0	0	0	0		4.0			
ISLA		PARAI		2621                				He:Rp	93	1663	1663	3a9m	Ser/Lac	7/07/2017	35.0	8/07/2017.....1	35.7	0.700	16/11/2018497	344.0	0.622	0.622							500.0		500.0		0.367		352	1	35.0					3'016	3'751	78%	100%	100%	7.8			$96	 2	16/07/2020283	26/12/2020163	31/03/2021258		26/12/2020163	3	31/03/2021258	109	25	27/01/2021195	Negativo				1	17/07/2020...1				4'487	4'487					74%	100%	100%	$60'000					15/04/2021273	15.8						2621	2621		900115000827213				M-2621-2(Ma:Rp)						2020/07 (julio)		Ser	Lac	16	2a0m	412	5/07/2021					3 >200	10	19.6	4'017	14.7	14.4	5.0	1'122	0.316	0.279		138					68	6'390	5'222	107%			31	0	0	0	0	0	0	89	2.0			
ISLA		JCAL		2626                				He:Rp	SUPERSIRE	9141	2139	3a8m	Ser/Lac	26/07/2017	35.0	27/07/2017...1	35.7	0.727	16/11/2018478	367.0	0.694	0.695							500.0		500.0		0.372		434	2	35.0	35.5	$110'000	0.082	$253	7'287	6'684	119%	100%	100%	11.9			$246	 2	8/01/2021107	20/03/2021.71	10/04/2021.92		20/03/2021.71	2	10/04/2021.92	116	15						1	9/01/2021.....1	35.5			7'540	7'540					119%	100%	100%	$52'500					15/04/2021.97	27.3						2626	2626		900115000827243				M-2626-2(Ma:Rp)						2021/01 (enero)		Ser	Lac	106	2a3m	449	28/12/2021					2 101-200	66	28.9	2'391	24.7	20.3	9.0	730	0.330	0.305		54					45	8'938	7'882	129%			31	0	0	0	0	1	0	155	2.5			
RC		R 2		2627                	ISLA		HO	He:Rp	91	1957	1957	3a8m	PR/Lac	4/08/2017	35.0	5/08/2017.....1	34.5	-0.500	31/01/2019545	325.0	0.534	0.532							500.0		500.0		0.375		324							2'075	3'713	75%	100%	100%	10.6			$110	 2	16/08/2020252	17/10/2020.62	17/10/2020.62		17/10/2020.62	1	17/10/2020.62	114	190	16/12/2020122	Cargada He	114	17/10/2020.62	190		17/08/2020...1			27/05/2021284	5'351	5'351					97%	100%	100%	$60'000					15/04/2021242	13.9					26/07/2021344	2627	2627		900115000827279										2020/08 (agosto)	2021/07 (julio)	PR	Lac		2a2m	437	5/08/2021			16/08/2020	1	3 >200	136	23.5	4'788	19.8	14.6	3.0	1'424	0.216	0.297		78					80	2'973	3'215	74%			30	0	0	0	0	0	0	71	2.0			
RC		HOR.1		2628                			HO	He:Rp	90	1820	1820	3a8m	Ser/Horra	1/08/2017	35.0	2/08/2017.....1	35.7	0.667	16/11/2018472	401.0	0.776	0.775							500.0		500.0		0.371			1	35.0	35.5	$100'000			7'472	5'306	106%	100%	100%	9.5			$270	 1	21/11/2019521	25/01/2020.65	11/04/2021507		25/01/2020.65	8	11/04/2021507	80	14	26/08/2020279	Positivo				1	22/11/2019...1	35.5	$100'000	15/02/2021452	7'472	5'306					106%	100%	100%	$137'345					15/02/2021452	11.6						2628	2628		900115000827211				M-2628-1(Ma:Rp)						2019/11 (noviembre)		Ser	Horra	5	2a3m	456	9/11/2020			4/09/2020	1	3 >200	55	24.2	7'472	16.5	16.5	0.0	2'042	0.000	0.273							72	9'805	8'660	145%			28	0	0	0	0	0	0		2.0			
ISLA		PARAI		2629                			HO	He:Rp	92	9188	9188	3a8m	Ser/Lac	1/08/2017	35.0	2/08/2017.....1	35.3	0.333	28/03/2019604	398.0	0.601	0.601							500.0		500.0		0.369		394	2	35.0	35.5	$110'000	0.090	$279	4'331	5'783	103%	100%	100%	10.1			$196	 2	2/11/2020174	23/01/2021.82	17/04/2021166		23/01/2021.82	3	17/04/2021166	115	8	7/04/2021.156	Negativo O				1	3/11/2020.....1				7'352	7'352					122%	100%	100%	$110'000					15/04/2021164	24.5						2629	2629		900115000827284				M-2629-2(Ma:Rp)						2020/11 (noviembre)		Ser	Lac	104	2a2m	433	22/10/2021					2 101-200	119	29.4	4'156	25.3	17.7	7.0	1'313	0.286	0.316		79					58	7'034	6'884	119%			31	0	0	0	0	0	0	112	1.5			
