Hato,Lote,Grupo,Ubicación,ID,Referencia,Color,Raza,Sexo/ tipo,Padre,Madre gen.,Madre ,Edad,Estado,Nacimiento,Peso nacim.,Destete,Peso destete,kg/d destete,Fecha ultimo peso,Ultimo peso,kg/d dest/últ,kg/d nac./últ.,Entrada,Origen,Peso entrada,Valor entrada,Salida,Destino,Peso salida,Valor salida,kg ganados,$ ganados,kg/d,$/d,Int. entre partos,No. crías,kg.prom. nacim.,kg dest. (vida),Valor prom. destete,kg/d al destete /IEP,$/d  al destete,Leche lact. (vida),Leche 305d (vida),Leche vida vs.hato,Prot. vida vs.hato,Grasa vida vs.hato,Leche /día/IEP,Prot /día,Grasa /día,Costo /día,P,Ult. parto,1er. celo,Ult. celo,Toro programado,1er ser,# ser,Ult. servicio,Toro últ.serv.,Dias serv,Ult. diag. preñez,Ult. resultado,Preñada del toro,Concepción,Días preñez,No. crías.1,Destete.1,kg dest.,$ dest.,Secado,Leche lactan.,Leche 305d,Prot. lac. kg,Prot. 305d  kg,Grasa lact. kg,Grasa 305d kg,Lt  Lact. vs.hato,Prot. lac vs hato,Grasa lac. vs hato,Costo eventos,Prot.% prom,Grasa% prom,Lac.% prom,CSS'000 prom,Fecha últ. leche,Ult. leche,%últ. prot.,%últ. grasa,%últ. lacto.,Ult. CCS '000,Próximo parto ,Nombre,Numero,Registro,Id. Electrónica,Nombre largo,Retiro leche hasta,Retiro carne hasta,Cría (este parto),AM,PM,TOTAL,Fecha inicio lactoinducción,Comentarios,Mes últ. parto,Mes prox. parto,Estado fertilidad,Estado lactancia,Toro últ. parto,Edad 1er. parto,Peso 1er. parto,Inicio servicio,Ult. TE,Donadora,Ult. aborto,No. abo (vida),Tercio lactancia,Días al pico,Prod. al pico,Leche acumulada,Leche/día acum.,Leche/ día vida,Conc./ día ,Conc. acumulado,Conc./leche actual,Conc./leche acumulado,Días secos (actual),Prom. días secos,Kg/día ,kg/día desde entrada,Ult. cond. corporal,Cond. corp.,Abuelo materno,Leche lact. madre,Leche 305d madre,Leche vrs. hato ,kg/dia al destete ,kg/día dest (vida),Reg. leche,Life high SCC,Curr. high SCC,Mast. vida,Mast. act.,Cojera vida,Cojera act.,Prom part -conc.,Vida serv-concep.,Prog. Novillas,Prog. vacas,Prog. machos,Leche vida vs.hato/prom,Leche vida vs.hato_C,Lt Lact. vs.hato/prom,Lt Lact. vs.hato_C,Leche vrs. hato/prom,Leche vrs. hato_C,Hoy,Edad_actual,Leche_prom_mes,Leche_prom_mes_c,DIM,DIM_c,Tercio lactancia (groups),Mast_vida,Mast_activa,Cojera_vida,Cojera_activa,No_crias,Int_entre_partos,label,value
ISLA,,JCAL,,274J                ,,,JE(50%) x HO(50%),He:Rp,81,1629,1629,5a3m,Ca/Lac,2015-03-11,35.0,2015-03-12,35.3,0.308,2016-07-21,350.0,0.633,0.633,,,,,,,500.0,,500.0,,0.262,,449,2,35.0,35.5,,0.079,,6082.0,5510.0,101.0,100%,100%,11.1,,,$37,2.0,2019-06-20,2019-09-13,2020-05-11,,2019-09-13,1.0,2019-09-13,26.0,295.0,2019-11-20,Cargada,,,,1.0,2019-06-21,35.5,,,6382.0,5593.0,,,,,96.0,100%,100%,$30.000,,,,,2020-06-13,13.7,,,,,,274J,274J,,900113000048252.0,,,,MG256(Ma:Rp),,,,,,2019/06 (junio),,Ca,Lac,1.0,3a0m,500.0,2020-06-08,,,2020-03-08,3.0,3 >200,25.0,23.7,6396.0,17.8,17.5,3.0,1779.0,0.21899999999999997,0.278,,113.0,,,,,68,7856.0,7039.0,119.0,,,45.0,3.0,0.0,0,0,0,0,161.0,3.5,,,MG256,1,+1% /Prom,-4,-4% /Prom,19,+19% /Prom,2020-10-20,67,95.46,95.46 Lt. Mes,488,488 DIM,3er Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,2 Crías,449 Días,JCAL,JCAL
RC,,CF,,275                 ,,,HO,He:Rp,20,2095,2095,5m,Nc,2020-01-13,35.0,2020-01-14,35.1,0.1,2020-06-01,140.0,0.755,0.75,,,,,,,149.0,,149.0,,1.072,,0,0,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,$6.756,,,,,,,,,,,,275,275,,,,,,,,,,,,,,,,,,,2021-02-25,,,,,,,,,,,,,,,,,1.1179999999999999,1.0,,,,7452.0,7407.0,130.0,,,,,,0,0,0,0,,,,,,0,+0% /Prom,0,+0% /Prom,30,+30% /Prom,2020-10-20,9,0.0,0.0 Lt. Mes,0,0 DIM,Sin Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,0 Crías,0 Días,CF,CF
RC,,CF,,276                 ,,,HO,He:Rp,1,4233,4233,5m,Nc,2020-01-16,35.0,2020-01-17,34.7,-0.28600000000000003,2020-06-01,132.0,0.715,0.708,,,,,,,141.0,,141.0,,1.037,,0,0,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,$6.756,,,,,,,,,,,,276,276,,,,,,,,,,,,,,,,,,,2021-02-28,,,,,,,,,,,,,,,,,0.765,0.9640000000000001,,,98,6452.0,6337.0,116.0,,,,,,0,0,0,0,,,,,,0,+0% /Prom,0,+0% /Prom,16,+16% /Prom,2020-10-20,9,0.0,0.0 Lt. Mes,0,0 DIM,Sin Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,0 Crías,0 Días,CF,CF
ISLA,,JCAL,,276J                ,,,JE(50%) x HO(50%),He:Rp,81,1684,1684,5a3m,Nc/Lac,2015-03-17,35.0,2015-03-18,35.2,0.239,2016-07-21,355.0,0.6509999999999999,0.65,,,,,,,500.0,,500.0,,0.29600000000000004,,502,3,35.0,35.5,$57.750,0.071,$115,5359.0,4711.0,86.0,100%,100%,11.7,,,$51,3.0,2020-03-21,,,,,0.0,,,,,,,,,1.0,2020-03-22,35.6,,,5326.0,5326.0,,,,,95.0,100%,100%,,,,,,2020-06-13,19.1,,,,,,276J,276J,,900113000048247.0,,,,G2351(He:Rp),,,,,,2020/03 (marzo),,Nc,Lac,1.0,2a3m,449.0,2021-03-10,,,,,2 101-200,40.0,24.9,1864.0,22.2,14.1,5.0,504.0,0.262,0.27,,96.0,,,,,54,5780.0,4862.0,101.0,,,59.0,3.0,0.0,0,0,0,0,219.0,3.3,G2351,,,-14,-14% /Prom,-5,-5% /Prom,1,+1% /Prom,2020-10-20,67,27.82,27.82 Lt. Mes,213,213 DIM,2do Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,3 Crías,502 Días,JCAL,JCAL
RC,,CF,,278                 ,,,HO(75%) x JE(25%),He:Rp,17,4056,4056,5m,Nc,2020-01-17,35.0,2020-01-18,35.7,0.6579999999999999,2020-06-01,135.0,0.736,0.735,,,,,,,144.0,,144.0,,1.171,,0,0,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,$6.756,,,,,,,,,,,,278,278,,,,,,,,,,,,,,,,,,,2021-03-01,,,,,,,,,,,,,,,,,1.1179999999999999,0.993,,,DOMINAND-RED,5608.0,5608.0,116.0,,,,,,0,0,0,0,,,,,,0,+0% /Prom,0,+0% /Prom,16,+16% /Prom,2020-10-20,9,0.0,0.0 Lt. Mes,0,0 DIM,Sin Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,0 Crías,0 Días,CF,CF
RC,,CF,,279                 ,,,HO,He:Rp,21,2642,2642,5m,Nc,2020-01-17,35.0,2020-01-18,34.5,-0.5,2020-06-01,148.0,0.841,0.831,,,,,,,157.0,,157.0,,1.276,,0,0,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,$6.756,,,,,,,,,,,,279,279,,,,,,,,,,,,,,,,,,,2021-03-01,,,,,,,,,,,,,,,,,1.0590000000000002,1.088,,,93,4386.0,4386.0,82.0,,,,,,0,0,0,0,,,,,,0,+0% /Prom,0,+0% /Prom,-18,-18% /Prom,2020-10-20,9,0.0,0.0 Lt. Mes,0,0 DIM,Sin Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,0 Crías,0 Días,CF,CF
ISLA,,HO.JU,,279J                ,,,JE(50%) x HO(50%),He:Rp,78,1305,1305,5a2m,PR/Horra,2015-04-06,35.0,2015-04-07,35.2,0.192,2016-09-22,389.0,0.6629999999999999,0.662,,,,,,,500.0,,500.0,,0.266,,410,2,35.0,35.5,$110.000,0.087,$268,6143.0,5930.0,109.0,100%,100%,15.0,,,$57,2.0,2019-06-25,2019-09-01,2019-12-10,,2019-09-01,4.0,2019-12-10,105.0,207.0,2020-02-12,Cargada,105.0,2019-12-10,207.0,1.0,2019-06-26,,,2020-05-30,6938.0,6511.0,,,,,107.0,100%,100%,$25.714,,,,,2020-05-30,10.4,,,,,2020-09-17,279J,279J,,900113000056910.0,,,,M-279J-2(Ma:Rp),,,,,,2019/06 (junio),2020/09 (septiembre),PR,Horra,14.0,3a2m,500.0,2020-06-13,,,,1.0,3 >200,51.0,26.8,6938.0,20.4,19.7,0.0,2040.0,0.0,0.294,110.0,99.0,,,,,62,4368.0,4304.0,85.0,,,41.0,0.0,0.0,3,2,0,0,132.0,3.7,,,,9,+9% /Prom,7,+7% /Prom,-15,-15% /Prom,2020-10-20,66,105.12,105.12 Lt. Mes,483,483 DIM,3er Terc. Lactancia,3 Mastitis,Activa,0 Cojeras,No Activa,2 Crías,410 Días,HO.JU,HO.JU
RC,,CF,,280                 ,,,HO,He:Rp,21,2532,2532,5m,Nc,2020-01-19,35.0,2020-01-20,36.5,1.5,2020-06-01,141.0,0.7859999999999999,0.7909999999999999,,,,,,,141.0,,141.0,,,,0,0,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,$6.756,,,,,,,,,,,,280,280,,,,,,,,,,,,,,,,,,,2021-03-03,,,,,,,,,,,,,,,,,0.912,1.052,,,90,7212.0,5728.0,114.0,,,,,,0,0,0,0,,,,,,0,+0% /Prom,0,+0% /Prom,14,+14% /Prom,2020-10-20,9,0.0,0.0 Lt. Mes,0,0 DIM,Sin Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,0 Crías,0 Días,CF,CF
ISLA,,HO.JU,,280J                ,,,GY,He:Rp,1,6148,6148,5a2m,PR/Horra,2015-04-21,35.0,2015-04-22,35.1,0.091,2016-09-22,365.0,0.636,0.635,,,,,,,500.0,,500.0,,0.348,,402,2,35.0,35.2,$822,0.08800000000000001,$2,3651.0,3523.0,69.0,100%,100%,9.1,,,$101,3.0,2019-07-05,2019-09-02,2019-11-05,,2019-09-02,4.0,2019-11-05,1.0,242.0,2020-01-29,Cargada,1.0,2019-11-05,242.0,1.0,2019-07-06,35.5,,2020-04-20,5004.0,5004.0,,,,,86.0,100%,100%,$27.800,,,,,2020-04-20,11.4,,,,,2020-08-13,280J,280J,,900113000056908.0,,,,MG364(Ma:Rp),,,,,,2019/07 (julio),2020/08 (agosto),PR,Horra,1.0,2a0m,402.0,2020-06-23,,,,,3 >200,84.0,25.0,5004.0,17.3,16.5,0.0,1178.0,0.0,0.235,115.0,181.0,,,,,34,5474.0,5072.0,89.0,,,44.0,3.0,0.0,1,1,0,0,120.0,2.3,,,MG364,-31,-31% /Prom,-14,-14% /Prom,-11,-11% /Prom,2020-10-20,66,75.82,75.82 Lt. Mes,473,473 DIM,3er Terc. Lactancia,1 Mastitis,Activa,0 Cojeras,No Activa,2 Crías,402 Días,HO.JU,HO.JU
RC,,CF,,281                 ,,,HO,He:Rp,17,1649,1649,5m,Nc,2020-01-24,35.0,2020-01-25,35.5,0.499,2020-06-01,101.0,0.512,0.512,,,,,,,101.0,,101.0,,,,0,0,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,$6.756,,,,,,,,,,,,281,281,,,,,,,,,,,,,,,,,,,2021-03-08,,,,,,,,,,,,,,,,,0.789,0.7829999999999999,,,69,5801.0,5344.0,110.0,,,,,,0,0,0,0,,,,,,0,+0% /Prom,0,+0% /Prom,10,+10% /Prom,2020-10-20,8,0.0,0.0 Lt. Mes,0,0 DIM,Sin Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,0 Crías,0 Días,CF,CF
RC,,CF,,282                 ,,,HO(75%) x JE(25%),He:Rp,11,264J,264J,5m,Nc,2020-01-31,35.0,2020-02-01,34.9,-0.07400000000000001,2020-06-01,138.0,0.852,0.8440000000000001,,,,,,,138.0,,138.0,,,,0,0,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,$6.756,,,,,,,,,,,,282,282,,,,,,,,,,,,,,,,,,,2021-03-15,,,,,,,,,,,,,,,,,1.324,1.131,,,81,4379.0,4379.0,79.0,,,,,,0,0,0,0,,,,,,0,+0% /Prom,0,+0% /Prom,-21,-21% /Prom,2020-10-20,8,0.0,0.0 Lt. Mes,0,0 DIM,Sin Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,0 Crías,0 Días,CF,CF
ISLA,,JCAL,,282J                ,,,JE(50%) x HO(50%),He:Rp,79,1708,1708,5a2m,PR/Lac,2015-04-22,35.0,2015-04-23,34.6,-0.4,2016-06-02,266.0,0.57,0.568,,,,,,,500.0,,500.0,,0.268,,363,1,35.0,35.5,$110.000,0.098,$303,3887.0,3701.0,71.0,100%,100%,10.7,,,$47,3.0,2019-10-04,2019-11-30,2020-02-08,,2019-11-30,3.0,2020-02-08,1.0,147.0,2020-04-08,Cargada He,1.0,2020-02-08,147.0,1.0,2019-10-05,35.5,$110.000,2020-09-17,5593.0,5035.0,,,,,83.0,100%,100%,,,,,,2020-06-13,14.6,,,,,2020-11-16,282J,282J,,900113000056821.0,,,,H-1829-3(He:Rp),,,,,,2019/10 (octubre),2020/11 (noviembre),PR,Lac,80.0,2a7m,500.0,2020-09-22,,,,1.0,3 >200,40.0,22.4,4343.0,17.2,13.7,3.0,1265.0,0.205,0.29100000000000004,,87.0,,,,,72,4798.0,4798.0,87.0,,,49.0,5.0,0.0,1,0,0,0,119.0,4.0,,,,-29,-29% /Prom,-17,-17% /Prom,-13,-13% /Prom,2020-10-20,65,66.82,66.82 Lt. Mes,382,382 DIM,3er Terc. Lactancia,1 Mastitis,No Activa,0 Cojeras,No Activa,1 Crías,363 Días,JCAL,JCAL
ISLA,,HO.JU,,283J                ,,,JE(50%) x HO(50%),He:Rp,79,1660,1660,5a2m,PR/Horra,2015-04-23,35.0,2015-04-24,34.2,-0.778,2016-09-22,345.0,0.601,0.598,,,,,,,500.0,,500.0,,0.348,,352,2,35.0,35.5,$110.000,0.10099999999999999,$313,4669.0,4658.0,87.0,100%,100%,13.3,,,$80,3.0,2019-06-27,2019-07-30,2019-09-23,,2019-09-03,2.0,2019-09-23,105.0,285.0,2019-12-04,Cargada,105.0,2019-09-23,285.0,1.0,2019-06-28,35.5,,2020-03-31,4908.0,4908.0,,,,,86.0,100%,100%,$9.900,,,,,2020-03-28,9.0,,,,,2020-07-01,283J,283J,,900113000056969.0,,,,MG350(He:Rp),,,,,,2019/06 (junio),2020/07 (julio),PR,Horra,14.0,2a3m,456.0,2020-06-15,,,,,3 >200,92.0,24.8,4908.0,17.8,16.9,0.0,1326.0,0.0,0.27,92.0,74.0,,,,,69,7175.0,6790.0,117.0,,,51.0,5.0,0.0,0,0,0,0,72.0,2.3,MG350,,,-13,-13% /Prom,-14,-14% /Prom,17,+17% /Prom,2020-10-20,65,75.51,75.51 Lt. Mes,481,481 DIM,3er Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,2 Crías,352 Días,HO.JU,HO.JU
RC,,CF,,284                 ,,,HO(75%) x JE(25%),He:Rp,11,257J,257J,5m,Nc,2020-02-02,35.0,2020-02-03,35.2,0.2,2020-06-01,122.0,0.7290000000000001,0.725,,,,,,,122.0,,122.0,,,,0,0,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,$6.756,,,,,,,,,,,,284,284,,,,,,,,,,,,,,,,,,,2021-03-17,,,,,,,,,,,,,,,,,0.882,1.0170000000000001,,,81,5431.0,5424.0,96.0,,,,,,0,0,0,0,,,,,,0,+0% /Prom,0,+0% /Prom,-4,-4% /Prom,2020-10-20,8,0.0,0.0 Lt. Mes,0,0 DIM,Sin Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,0 Crías,0 Días,CF,CF
RC,,CF,,285                 ,,,HO,He:Rp,17,1662,1662,5m,Nc,2020-01-31,35.0,2020-02-01,35.1,0.111,2020-06-01,135.0,0.826,0.82,,,,,,,135.0,,135.0,,,,0,0,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,$6.756,,,,,,,,,,,,285,285,,,,,,,,,,,,,,,,,,,2021-03-15,,,,,,,,,,,,,,,,,1.324,1.107,,,,6898.0,6408.0,107.0,,,,,,0,0,0,0,,,,,,0,+0% /Prom,0,+0% /Prom,7,+7% /Prom,2020-10-20,8,0.0,0.0 Lt. Mes,0,0 DIM,Sin Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,0 Crías,0 Días,CF,CF
RC,,CF,,286                 ,,,HO,He:Rp,17,4028,4028,5m,Nc,2020-01-31,35.0,2020-02-01,35.3,0.33299999999999996,2020-06-01,149.0,0.9390000000000001,0.934,,,,,,,149.0,,149.0,,,,0,0,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,$6.756,,,,,,,,,,,,286,286,,,,,,,,,,,,,,,,,,,2021-03-15,,,,,,,,,,,,,,,,,1.324,1.2209999999999999,,,,6218.0,6218.0,118.0,,,,,,0,0,0,0,,,,,,0,+0% /Prom,0,+0% /Prom,18,+18% /Prom,2020-10-20,8,0.0,0.0 Lt. Mes,0,0 DIM,Sin Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,0 Crías,0 Días,CF,CF
ISLA,,HO.JU,,287J                ,,,JE(50%) x HO(50%),He:Rp,78,1600,1600,5a1m,PR/Horra,2015-05-13,35.0,2015-05-14,35.2,0.21600000000000003,2016-09-22,357.0,0.647,0.647,,,,,,,500.0,,500.0,,0.364,,431,3,35.0,34.7,,0.08,,5490.0,5029.0,88.0,100%,100%,12.7,,,$244,3.0,2019-04-28,2019-05-13,2019-10-05,,2019-06-21,5.0,2019-10-05,105.0,273.0,2020-01-15,Cargada,105.0,2019-10-05,273.0,1.0,2019-04-29,35.5,,2020-03-31,6196.0,5918.0,,,,,95.0,100%,100%,$81.428,,,,,2020-03-28,8.7,,,,,2020-07-13,287J,287J,,900113000056944.0,,,,M-287J-3(Ma:Rp),,,,,,2019/04 (abril),2020/07 (julio),PR,Horra,81.0,1a7m,333.0,2020-04-16,,,,,3 >200,63.0,26.2,6197.0,18.5,15.8,0.0,1650.0,0.0,0.266,104.0,82.0,,,,,54,7593.0,7083.0,122.0,,,66.0,1.0,0.0,2,0,0,0,150.0,3.0,2739,2496,,-12,-12% /Prom,-5,-5% /Prom,22,+22% /Prom,2020-10-20,65,95.34,95.34 Lt. Mes,541,541 DIM,3er Terc. Lactancia,2 Mastitis,No Activa,0 Cojeras,No Activa,3 Crías,431 Días,HO.JU,HO.JU
RC,,CF,,288                 ,,,HO,He:Rp,17,4081,4081,4m,Nc,2020-02-06,35.0,2020-02-07,35.3,0.28600000000000003,2020-06-01,111.0,0.6579999999999999,0.655,,,,,,,111.0,,111.0,,,,0,0,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,$6.756,,,,,,,,,,,,288,288,,,,,,,,,,,,,,,,,,,2021-03-21,,,,,,,,,,,,,,,,,0.8240000000000001,0.9570000000000001,,,98,5235.0,4730.0,95.0,,,,,,0,0,0,0,,,,,,0,+0% /Prom,0,+0% /Prom,-5,-5% /Prom,2020-10-20,8,0.0,0.0 Lt. Mes,0,0 DIM,Sin Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,0 Crías,0 Días,CF,CF
RC,,CF,,289                 ,,,HO,He:Rp,,2645,2645,4m,Nc,2020-02-08,35.0,2020-02-09,35.2,0.21100000000000002,2020-06-01,124.0,0.7859999999999999,0.7809999999999999,,,,,,,124.0,,124.0,,,,0,0,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,$6.756,,,,,,,,,,,,289,289,,,,,,,,,,,,,,,,,,,2021-03-23,,,,,,,,,,,,,,,,,1.206,1.088,,,95,6278.0,5526.0,125.0,,,,,,0,0,0,0,,,,,,0,+0% /Prom,0,+0% /Prom,25,+25% /Prom,2020-10-20,8,0.0,0.0 Lt. Mes,0,0 DIM,Sin Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,0 Crías,0 Días,CF,CF
RC,,CF,,290                 ,,,HO,He:Rp,25,2663,2663,4m,Nc,2020-02-10,35.0,2020-02-11,35.0,,2020-06-01,127.0,0.8290000000000001,0.821,,,,,,,127.0,,127.0,,,,0,0,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,$6.756,,,,,,,,,,,,290,290,,,,,,,,,,,,,,,,,,,2021-03-25,,,,,,,,,,,,,,,,,0.912,1.1340000000000001,,,2,5397.0,5397.0,102.0,,,,,,0,0,0,0,,,,,,0,+0% /Prom,0,+0% /Prom,2,+2% /Prom,2020-10-20,8,0.0,0.0 Lt. Mes,0,0 DIM,Sin Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,0 Crías,0 Días,CF,CF
RC,,CF,,291                 ,,,HO,He:Rp,18,1374,1374,4m,Nc,2020-02-10,35.0,2020-02-11,35.0,,2020-06-01,114.0,0.7120000000000001,0.705,,,,,,,114.0,,114.0,,,,0,0,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,$6.756,,,,,,,,,,,,291,291,,,,,,,,,,,,,,,,,,,2021-03-25,,,,,,,,,,,,,,,,,0.8420000000000001,1.018,,,62,5878.0,5748.0,98.0,,,,,,0,0,0,0,,,,,,0,+0% /Prom,0,+0% /Prom,-2,-2% /Prom,2020-10-20,8,0.0,0.0 Lt. Mes,0,0 DIM,Sin Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,0 Crías,0 Días,CF,CF
RC,,CF,,292                 ,,,HO,He:Rp,17,1642,1642,4m,Nc,2020-02-08,35.0,2020-02-09,35.5,0.526,2020-06-01,115.0,0.703,0.7020000000000001,,,,,,,115.0,,115.0,,,,0,0,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,$6.756,,,,,,,,,,,,292,292,,,,,,,,,,,,,,,,,,,2021-03-23,,,,,,,,,,,,,,,,,0.737,1.0090000000000001,,,55,8282.0,7844.0,134.0,,,,,,0,0,0,0,,,,,,0,+0% /Prom,0,+0% /Prom,34,+34% /Prom,2020-10-20,8,0.0,0.0 Lt. Mes,0,0 DIM,Sin Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,0 Crías,0 Días,CF,CF
RC,,CF,,293                 ,,,HO,He:Rp,17,1987,1987,4m,Nc,2020-02-09,35.0,2020-02-10,35.5,0.45899999999999996,2020-06-01,122.0,0.773,0.77,,,,,,,122.0,,122.0,,,,0,0,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,$6.156,,,,,,,,,,,,293,293,,,,,,,,,,,,,,,,,,,2021-03-24,,,,,,,,,,,,,,,,,1.053,1.08,,,69,8909.0,8195.0,141.0,,,,,,0,0,0,0,,,,,,0,+0% /Prom,0,+0% /Prom,41,+41% /Prom,2020-10-20,8,0.0,0.0 Lt. Mes,0,0 DIM,Sin Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,0 Crías,0 Días,CF,CF
RC,,CF,,294                 ,,,HO,He:Rp,17,2384,2384,4m,Nc,2020-02-11,35.0,2020-02-12,35.3,0.34,2020-06-01,115.0,0.7240000000000001,0.721,,,,,,,115.0,,115.0,,,,0,0,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,$6.156,,,,,,,,,,,,294,294,,,,,,,,,,,,,,,,,,,2021-03-26,,,,,,,,,,,,,,,,,0.895,1.036,,,98,2467.0,2467.0,81.0,,,,,,0,0,0,0,,,,,,0,+0% /Prom,0,+0% /Prom,-19,-19% /Prom,2020-10-20,8,0.0,0.0 Lt. Mes,0,0 DIM,Sin Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,0 Crías,0 Días,CF,CF
RC,,CF,,295                 ,,,HO,He:Rp,,4125,4125,4m,Nc,2020-02-12,35.0,2020-02-13,35.4,0.414,2020-06-01,124.0,0.813,0.809,,,,,,,124.0,,124.0,,,,0,0,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,$6.156,,,,,,,,,,,,295,295,,,,,,,,,,,,,,,,,,,2021-03-27,,,,,,,,,,,,,,,,,1.105,1.127,,,98,4748.0,4748.0,92.0,,,,,,0,0,0,0,,,,,,0,+0% /Prom,0,+0% /Prom,-8,-8% /Prom,2020-10-20,8,0.0,0.0 Lt. Mes,0,0 DIM,Sin Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,0 Crías,0 Días,CF,CF
RC,,CF,,296                 ,,,HO,He:Rp,,4052,4052,4m,Nc,2020-02-13,35.0,2020-02-14,35.4,0.366,2020-06-01,109.0,0.682,0.679,,,,,,,109.0,,109.0,,,,0,0,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,$6.156,,,,,,,,,,,,296,296,,,,,,,,,,,,,,,,,,,2021-03-28,,,,,,,,,,,,,,,,,0.895,1.0,,,,11.0,11.0,100.0,,,,,,0,0,0,0,,,,,,0,+0% /Prom,0,+0% /Prom,0,+0% /Prom,2020-10-20,8,0.0,0.0 Lt. Mes,0,0 DIM,Sin Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,0 Crías,0 Días,CF,CF
RC,,CF,,297                 ,,,HO(88%) x JE(13%),He:Rp,17,4098,4098,4m,Nc,2020-02-12,35.0,2020-02-13,35.2,0.242,2020-06-01,111.0,0.695,0.691,,,,,,,111.0,,111.0,,,,0,0,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,$6.156,,,,,,,,,,,,297,297,,,,,,,,,,,,,,,,,,,2021-03-27,,,,,,,,,,,,,,,,,1.053,1.0090000000000001,,,98,4998.0,4998.0,93.0,,,,,,0,0,0,0,,,,,,0,+0% /Prom,0,+0% /Prom,-7,-7% /Prom,2020-10-20,8,0.0,0.0 Lt. Mes,0,0 DIM,Sin Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,0 Crías,0 Días,CF,CF
RC,,CF,,298                 ,,,HO,He:Rp,17,1634,1634,4m,Nc,2020-02-13,35.0,2020-02-14,35.4,0.405,2020-06-01,103.0,0.626,0.624,,,,,,,103.0,,103.0,,,,0,0,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,$6.156,,,,,,,,,,,,298,298,,,,,,,,,,,,,,,,,,,2021-03-28,,,,,,,,,,,,,,,,,0.368,0.945,,,68,5765.0,5523.0,96.0,,,,,,0,0,0,0,,,,,,0,+0% /Prom,0,+0% /Prom,-4,-4% /Prom,2020-10-20,8,0.0,0.0 Lt. Mes,0,0 DIM,Sin Terc. Lactancia,0 Mastitis,No Activa,0 Cojeras,No Activa,0 Crías,0 Días,CF,CF
