Fecha,Id,Evento,Resultado,Categorías,Toro,Operario,Comentarios,Evento(0)
2019-03-27,1514,ECOGR,Negativo,,,,cld zincrocel,0
2019-03-27,2059,DP5,Cargada,,,,,0
2019-03-27,7132,EXREP,SV,,,,ojo al celo,0
2019-03-27,1590,VAREP,,,,,,0
2019-03-27,2039,ECOGR,Negativo,,,,cld zincrocel sv,0
2019-03-27,9161,VAREP,,,,,,0
2019-03-27,2023,EXREP,SV,,,,cli zincrocel,0
2019-03-27,8209,EXREP,SV,,,,cld zincrocel,0
2019-03-27,1843,EXREP,INR,,,,,0
2019-03-27,1896,DP5,Cargada,,,,,0
2019-03-27,254J,ECO2,Positivo,,,,cx ojo,0
2019-03-27,1781,DP5,Cargada,,,,,0
2019-03-27,6047,DPSEC,Positivo,,,,,0
2019-03-27,9101,DP5,Cargada,,,,,0
2019-03-27,1718,ECOGR,Positivo,,80,,,0
2019-03-27,1580,EXREP,INR,,,,,0
2019-03-27,2022,ECO2,Positivo,,,,,0
2019-03-27,1960,DPR,Cargada,,12,,,0
2019-03-27,247J,EXREP,SV,,,,"ojo al celo,",0
2019-03-27,1784B,EXREP,SV,,,,,0
2019-03-27,1769B,EXREP,SUCIA,,,,zincrocel,0
2019-03-27,7031,ECO2,Positivo,,,,,0
2019-03-27,1085,EXREP,INR,,,,,0
2019-03-27,1736,EXREP,OVSYN,,,,,0
2019-03-27,1727B,EXREP,SV,,,,cli zincrocel,0
2019-03-27,9180,EXREP,SV,,,,cld zincrocel,0
2019-03-27,1966,EXREP,SV,,,,cld zincrocel,0
2019-03-27,2029,EXREP,O. LISOS,,,,INR,0
2019-03-27,9021,DPR,Cargada,,1,,,0
2019-03-27,1036,DPSEC,Positivo,,,,,0
2019-03-27,1850,DPSEC,Positivo,,,,,0
2019-03-27,248J,EXREP,OVSYN,,,,cld,0
2019-03-27,1576,EXREP,INR,,,,"leve sucia, zincrocel",0
2019-03-27,2027,ECOGR,Positivo,,20,,,0
2019-03-27,2044,2SER,Repetir,Inseminación,17,FERNANDO,16:00,0
2019-03-27,1812,ECOGR,Negativo,,,,cld zincrocel,0
2019-03-27,2044,EXREP,SV,,,,celo hoy sv,0
2019-03-27,1286,EXREP,O. LISOS,,,,INR,0
2019-03-27,9175,ECOGR,Positivo,,1,,gestavec mensual,0
2019-03-27,1866,ECOGR,Positivo,,20,,,0
2019-03-27,2055,EXREP,O. LISOS,,,,,0
2019-03-27,8234,ECOGR,Negativo,,,,cld sincrocel sv toro,0
2019-03-27,9161,EXREP,INR,,,,"leve sucia, zincrocel",0
2019-03-27,1767B,EXREP,O. LISOS,,,,,0
2019-03-27,1747B,ECOGR,Negativo,,,,secar y lacto,0
2019-03-27,2053,1PAR,>,H,9,,,0
2019-03-27,1942,DPR,Cargada,,1,,,0
2019-03-27,1202,EXREP,O. LISOS,,,,vitaminas,0
2019-03-27,1771,EXREP,OVSYN,,,,cld,0
2019-03-27,7033,EXREP,SV,,,,cld zincrocel sv,0
2019-03-27,1789B,DPSEC,Positivo,,,,,0
2019-03-27,1227,EXREP,OVSYN,,,,"dispositivo, O.Lisos",0
2019-03-27,257J,EXREP,INR,,,,,0
2019-03-27,1183,ECOGR,Negativo,,,,cld zincrocel,0
2019-03-27,1735,EXREP,INR,,,,,0
2019-03-27,1721,ECOGR,Positivo,,1,,,0
2019-03-27,4271,ECOGR,Positivo,,17,,,0
2019-03-27,1576,VAREP,,,,,,0
2019-03-27,1702,ECOGR,Negativo,,,,cli zincrocel el 8 abril,0
2019-03-27,1406,EXREP,INR,,,,leve sucia zincrocel,0
2019-03-27,1329,ECOGR,Dudoso,,,,poco liquido,0
2019-03-27,1590,EXREP,O. LISOS,,,,,0
2019-03-27,1023,ECO2,Negativo,,,,M E lactoinduccion,0
2019-03-27,1884,ECOGR,Negativo,,,,cld zincrocel sv,0
2019-03-27,252J,ECO2,Positivo,,,,,0
2019-03-27,1813,DPR,Cargada,,1,,,0
2019-03-27,1923,ECO2,Positivo,,,,,0
2019-03-27,1508,EXREP,INR,,,,,0
2019-03-27,1868,ECOGR,Positivo,,5,,,0
2019-03-27,1940,EXREP,INR,,,,,0
2019-03-27,1879,ECOGR,Negativo,,,,zincrocel el 8 abril. SV 80x1,0
2019-03-27,8138,EXREP,INR,,,,,0
2019-03-27,1883,DPSEC,Positivo,,,,,0
2019-03-27,1709,EXREP,SV,,,,cld zincrocel,0
2019-03-27,1921,EXREP,O. LISOS,,,,,0
2019-03-27,1940,VAREP,,,,,,0
2019-03-27,1256,EXREP,OVSYN,,,,cld,0
2019-03-27,1346,EXREP,INR,,,,"leve sucia, zincrocel",0
2019-03-27,259J,EXREP,SUCIA,,,,zincrocel 3 b oxi,0
2019-03-27,2052,ECOGR,Dudoso,,,,,0
2019-03-27,40607,ECOGR,Negativo,,,,"zincrocel, sv 80",0
2019-03-27,1716,ECOGR,Negativo,,,,cld zincrocel sv,0
2019-03-27,1534,EXREP,INR,,,,leve sucia zincrocel,0
2019-03-27,1864,ECOGR,Positivo,,1,,,0
2019-03-27,244J,EXREP,OVSYN,,,,QOD,0
2019-03-27,1693,EXREP,INR,,,,,0
2019-03-27,1922,DPR,Cargada,,12,,,0
2019-03-27,1824,DPSEC,Positivo,,,,,0
2019-03-27,1264,EXREP,SV,,,,cld zincrocel,0
2019-03-27,1836,EXREP,INR,,,,"leve sucia, zincrocel",0
2019-03-27,1630,DPR,Cargada,,1,,,0
2019-03-27,1713,EXREP,INR,,,,,0
2019-03-27,1627,EXREP,SV,,,,cld zincrocel,0
2019-03-27,2017,EXREP,O. LISOS,,,,,0
2019-03-27,1978,DPSEC,Positivo,,,,,0
2019-03-27,244J,ECOGR,Negativo,,,,QOD,0
2019-03-27,1736,ECOGR,Negativo,,,,OVSYNCH,0
2019-03-27,1940,CA,>,,,,,0
2019-03-27,6054,EXREP,SUCIA,,,,pentriland,0
2019-03-27,2011,DP5,Cargada,,,,,0
2019-03-27,1677,DP5,Cargada,,,,,0
2019-03-27,1902,ECOGR,Positivo,,1,,,0
2019-03-27,1470,DPR,Cargada,,1,,,0
2019-03-27,1564,EXREP,INR,,,,,0
2019-03-27,1967,ECOGR,Negativo,,,,cli zincrocel,0
2019-03-27,1938,DPSEC,Positivo,,,,,0
2019-03-27,2019,DP5,Cargada,,,,,0
2019-03-27,1582,1PAR,>,H,1,,,0
2019-03-27,1040,EXREP,INR,,,,leve sucia zincrocel,0
2019-03-27,241J,VAREP,,,,,,0
2019-03-27,264J,EXREP,SV,,,,cld zincrocel el 8 abril,0
2019-03-27,1825,DP5,Cargada,,,,,0
2019-03-27,1103,EXREP,INR,,,,"leve sucia, zincrocel",0
2019-03-27,18B,EXREP,OVSYN,,,,QOI,0
2019-03-27,2036,EXREP,O. LISOS,,,,,0
2019-03-27,239J,EXREP,INR,,,,,0
2019-03-27,9092,EXREP,SV,,,,cld zincrocel el 8 abril,0
2019-03-27,9190,EXREP,INR,,,,,0
2019-03-27,9190,VAREP,,,,,,0
2019-03-27,1738B,EXREP,INR,,,,,0
2019-03-27,239J,VAREP,,,,,,0
2019-03-27,1174,ECOGR,Positivo,,93,,,0
2019-03-27,1140,ECOGR,Dudoso,,,,,0
2019-03-27,1794B,EXREP,INR,,,,"leve sucia, zincrocel",0
2019-03-27,1933,EXREP,INR,,,,"ACIDOSIS, Bicarbonato",0
2019-03-27,1420,EXREP,INR,,,,,0
2019-03-27,241J,EXREP,INR,,,,,0
2019-03-27,1556,EXREP,SV,,,,"ojo al celo, se puso zincrocel el 24 marzo",0
2019-03-27,1045,1PAR,>,M,1,,,0
2019-03-27,1184,EXREP,INR,,,,"leve sucia, zincrocel 1 b oxi",0
2019-03-27,1867,ECO2,Positivo,,,,,0
2019-03-27,8010,EXREP,SV,,,,"ojo al celo, se puso ette el 24 marzo",0
2019-03-27,1618,EXREP,OVSYN,,,,cld,0
2019-03-27,1733B,EXREP,SUCIA,,,,"zincrocel, 2 b oxi",0
2019-03-27,1709,VAREP,,,,,,0
2019-03-27,1827,EXREP,RETE,,,,zincrocel,0
2019-03-27,2062,EXREP,SV,,,,cli zincrocel,0
2019-03-27,9152,EXREP,OVSYN,,,,sv si entra en celo,0
2019-03-27,1186,DP5,Cargada,,,,,0
2019-03-27,1989,EXREP,SUCIA,,,,"zincrocel, 3 b oxi",0
2019-03-27,1750B,DP5,Cargada,,,,,0
2019-03-27,9176,EXREP,INR,,,,,0
2019-03-27,1976,DPR,Cargada,,93,,,0
2019-03-27,1929,EXREP,OVSYN,,,,cld,0
2019-03-27,1993,ECO2,Positivo,,,,,0
2019-03-26,243J,2SER,Repetir,Inseminación,11,NELSON,16:00,0
2019-03-26,1985,2SER,Repetir,Toro,80,,15:00,0
2019-03-26,1800,2SER,Repetir,Toro,80,,16:00,0
2019-03-26,2007,2SER,Repetir,Inseminación,1,FERNANDO,15:00,0
2019-03-26,1626,1PAR,>,M/H.MUERT,1,,,0
2019-03-26,1504,2SER,Repetir,Inseminación/Toro,80,,sv1 cuajo y max,0
2019-03-26,1104,MUER,,,,,parto dificil,0
2019-03-26,1787B,CA,>,,,,,0
2019-03-26,1096,2SER,Repetir,Inseminación,1,FERNANDO,15:00,0
2019-03-25,1272,CA,>,,,,,0
2019-03-25,250J,2SER,Repetir,Inseminación/Ovsynch,20,NELSON,5:50,0
2019-03-25,1166,2SER,Repetir,Inseminación/Toro,80,,sv 1 cuajo y maxpren,0
2019-03-25,1827,1PAR,>,H,9,,,0
2019-03-25,1881,2SER,Repetir,Inseminación/Ovsynch,1,NELSON,6:00,0
2019-03-25,1791B,2SER,Repetir,Inseminación,20,NELSON,5:30,0
2019-03-25,1435,2SER,Repetir,Inseminación/Toro,80,,cuajo y maxpren,0
2019-03-25,1749B,2SER,Repetir,Inseminación/Ovsynch,1,NELSON,4:40,0
2019-03-25,1951,2SER,Repetir,Inseminación/Ovsynch,1,NELSON,4:45,0
2019-03-25,1649,2SER,Repetir,Inseminación,17,FERNANDO,15:00,0
2019-03-25,1071,2SER,Repetir,Inseminación,93,FERNANDO,cuajo y maxpren,0
2019-03-24,1614,2SER,Repetir,Inseminación/Ovsynch,20,FERNANDO,4:30,0
2019-03-24,9188,2SER,Repetir,Inseminación/Ovsynch,17,FERNANDO,4:30,0
2019-03-24,1251,2SER,Repetir,Inseminación/Ovsynch,17,FERNANDO,4:50,0
2019-03-24,1049,2SER,Repetir,Inseminación/Ovsynch,17,FERNANDO,4:30,0
2019-03-24,2498,2SER,Repetir,Inseminación,17,NELSON,15:20,0
2019-03-24,1979,2SER,Repetir,Inseminación/Ovsynch,1,FERNANDO,4:00,0
2019-03-24,4233,2SER,Repetir,Inseminación,1,NELSON,15:30,0
2019-03-24,1580,VAREP,,,,,,0
2019-03-24,1573,2SER,Repetir,Inseminación,93,FERNANDO,cuajo y maxpren,0
2019-03-24,1285,2SER,Repetir,Inseminación/Ovsynch,17,FERNANDO,4:30,0
2019-03-24,1953,2SER,Repetir,Inseminación/Toro,80,,sv1 5:15,0
2019-03-24,1835,2SER,Repetir,Inseminación,18,NELSON,5:00,0
2019-03-23,1607,2SER,Repetir,Inseminación,17,FERNANDO,4:00,0
2019-03-23,1103,1PAR,>,M,1,,,0
2019-03-23,2058,2SER,Repetir,Inseminación/Ovsynch,1,FERNANDO,5:00,0
2019-03-23,1311,2SER,Repetir,Inseminación/Ovsynch,92,FERNANDO,cuajo y maxpren,0
2019-03-23,7177,2SER,Repetir,Inseminación/Ovsynch,1,FERNANDO,cuajo y maxpren,0
2019-03-22,1769B,1PAR,>,M,1,,,0
2019-03-22,8100,2SER,Repetir,Inseminación,17,FERNANDO,cuajo y maxpren,0
2019-03-21,1564,CA,>,,,,,0
2019-03-21,1713,1PAR,>,M,80,,,0
2019-03-20,1785B,2SER,Repetir,Inseminación/Ovsynch,20,FERNANDO,5:00,0
2019-03-20,1564,CA,>,,,,,0
2019-03-20,8029,2SER,Repetir,Inseminación/Toro,80,,sv1 15:00 cuajo y maxpren,0
2019-03-20,1769,2SER,Repetir,Inseminación/Toro,80,,sv1 4:00,0
2019-03-20,1602,2SER,Repetir,Inseminación,17,FERNANDO,15:00 cuajo y maxpren,0
2019-03-20,1746B,1PAR,>,H,1,,,0
2019-03-19,1710,2SER,Repetir,Inseminación,1,NELSON,16:00,0
2019-03-19,1634,2SER,Repetir,Inseminación,11,FERNANDO,5:00 cuajo y maxpren,0
2019-03-19,1937,2SER,Repetir,Inseminación/Toro,80,,sv1 15:00,0
2019-03-19,1040,1PAR,>,H,66,,,0
2019-03-19,9173,1PAR,>,M,9,,,0
2019-03-19,1534,1PAR,>,H,9,,,0
2019-03-19,1681,2SER,Repetir,Inseminación,1,NELSON,,0
2019-03-19,1475,2SER,Repetir,Inseminación,11,FERNANDO,5:00,0
2019-03-18,1178,2SER,Repetir,Inseminación/Toro,80,,sv1 16:00 cuajo y maxpren,0
2019-03-18,1634,CA,>,,,,,0
2019-03-18,1277,2SER,Repetir,Inseminación,17,FERNANDO,15:00 cuajo y maxpren,0
2019-03-18,1901,2SER,Repetir,Inseminación,20,NELSON,15:30,0
2019-03-17,1618,CA,>,,,,,0
2019-03-17,1234,2SER,Repetir,Inseminación,1,NELSON,5:30,0
2019-03-17,1730,2SER,Repetir,Inseminación/Toro,80,,sv 1,0
2019-03-17,238J,2SER,Repetir,Inseminación,17,FERNANDO,15:00,0
2019-03-17,1145,2SER,Repetir,Inseminación/Toro,80,,sv1 15:30 cuajo y maxpren,0
2019-03-17,1588,2SER,Repetir,Inseminación,17,FERNANDO,15:30,0
2019-03-17,1642,2SER,Repetir,Inseminación,92,FERNANDO,maxpren y cuajo 14:00,0
2019-03-17,1492,2SER,Repetir,Inseminación/Toro,80,,sv 1,0
2019-03-17,9180,CA,>,,,,,0
2019-03-17,1735,1PAR,>,H,66,,,0
2019-03-17,1796B,CA,>,,,,,0
2019-03-17,1629,2SER,Repetir,Inseminación,11,NELSON,5:20,0
2019-03-16,1523,2SER,Repetir,Inseminación,93,FERNANDO,5:00 cuajo y maxpren,0
2019-03-16,2009,2SER,Repetir,Inseminación,20,FERNANDO,14:00,0
2019-03-16,1794B,1PAR,>,M,7,,,0
2019-03-16,2023,CA,>,,,,,0
2019-03-16,2475,MUER,,Muerte repentina,,,mal acostada,0
2019-03-16,1346,1PAR,>,M,66,,,0
2019-03-15,1170,SEC,ph Urinario,,,,,0
2019-03-15,1874,SEC,ph Urinario,,,,,0
2019-03-15,1695,2SER,Repetir,Inseminación,11,FERNANDO,15:00,0
2019-03-15,9170,SEC,ph Urinario,,,,,0
2019-03-15,2062,CA,>,,,,,0
2019-03-15,1370,2SER,Repetir,Inseminación,17,FERNANDO,16:00 cuajo y maxpren,0
2019-03-15,242J,SEC,ph Urinario,,,,,0
2019-03-15,7150,2SER,Repetir,Inseminación,1,FERNANDO,16:00 cuajo y max,0
2019-03-15,1861,SEC,ph Urinario,,,,,0
2019-03-15,9025,SEC,ph Urinario,,,,,0
2019-03-15,1553,2SER,Repetir,Inseminación/Toro,80,,sv 1 16:00 cuajoy max,0
2019-03-15,263J,SEC,ph Urinario,,,,,0
2019-03-15,1737,SEC,ph Urinario,,,,,0
2019-03-15,1763B,SEC,ph Urinario,,,,,0
2019-03-15,1989,1PAR,>,M,9,,,0
2019-03-15,8021,1PAR,>,M,1,,,0
2019-03-15,1232,2SER,Repetir,Inseminación/Toro,80,,sv1 16:00 cuajo y max,0
2019-03-14,1491,VALEP,,,,,,0
2019-03-14,8100,VALEP,,,,,,0
2019-03-14,8215,VALEP,,,,,,0
2019-03-14,1272,VALEP,,,,,,0
2019-03-14,1968,VALEP,,,,,,0
2019-03-14,1782B,VALEP,,,,,,0
2019-03-14,9156,VALEP,,,,,,0
2019-03-14,1801,VALEP,,,,,,0
2019-03-14,1868,VALEP,,,,,,0
2019-03-14,9152,VALEP,,,,,,0
2019-03-14,1216,VALEP,,,,,,0
2019-03-14,1251,VALEP,,,,,,0
2019-03-14,1443,VALEP,,,,,,0
2019-03-14,1732B,VALEP,,,,,,0
2019-03-14,259J,1PAR,>,ABORTO,7,,,0
2019-03-14,1775,VALEP,,,,,,0
2019-03-14,1600,VALEP,,,,,,0
2019-03-14,1883,VALEP,,,,,,0
2019-03-14,1787B,VALEP,,,,,,0
2019-03-14,1774B,VALEP,,,,,,0
2019-03-14,1846,VALEP,,,,,,0
2019-03-14,1658,VALEP,,,,,,0
2019-03-14,1779B,VALEP,,,,,,0
2019-03-14,1370,VALEP,,,,,,0
2019-03-14,1366,VALEP,,,,,,0
2019-03-14,261J,VALEP,,,,,,0
2019-03-14,1813,VALEP,,,,,,0
2019-03-14,1733B,1PAR,>,M,9,,,0
2019-03-14,1630,VALEP,,,,,,0
2019-03-14,1148,VALEP,,,,,,0
2019-03-14,1922,VALEP,,,,,,0
2019-03-14,1504,VALEP,,,,,,0
2019-03-14,1736,VALEP,,,,,,0
2019-03-14,1725B,VALEP,,,,,,0
2019-03-14,1553,VALEP,,,,,,0
2019-03-14,1689,VALEP,,,,,,0
2019-03-14,1134,2SER,Repetir,Inseminación/Toro,80,,sv1 5:00,0
2019-03-14,1718,VALEP,,,,,,0
2019-03-14,9174,VALEP,,,,,,0
2019-03-14,1170,VALEP,,,,,,0
2019-03-14,8137,VALEP,,,,,,0
2019-03-14,1967,VALEP,,,,,,0
2019-03-14,6153,VALEP,,,,,,0
2019-03-14,1554,VALEP,,,,,,0
2019-03-14,2049,VALEP,,,,,,0
2019-03-14,2049,2SER,Repetir,Inseminación,11,FERNANDO,,0
2019-03-14,1514,VALEP,,,,,,0
2019-03-14,1697,VALEP,,,,,,0
2019-03-14,1584,VALEP,,,,,,0
2019-03-14,7096,VALEP,,,,,,0
2019-03-14,9141,VALEP,,,,,,0
2019-03-14,1870,VALEP,,,,,,0
2019-03-14,1624,VALEP,,,,,,0
2019-03-14,9120,VALEP,,,,,,0
2019-03-14,1613,VALEP,,,,,,0
2019-03-14,1965,2SER,Repetir,Inseminación,20,FERNANDO,,0
2019-03-14,1737,VALEP,,,,,,0
2019-03-14,1735B,VALEP,,,,,,0
2019-03-14,1866,VALEP,,,,,,0
2019-03-14,1872,VALEP,,,,,,0
2019-03-14,1202,OBTR,,Recostituyentes,,,Núcleo refuerzo,0
2019-03-14,1222,VALEP,,,,,,0
2019-03-14,2050,VALEP,,,,,,0
2019-03-14,1544,VALEP,,,,,,0
2019-03-14,9122,VALEP,,,,,,0
2019-03-14,1049,VALEP,,,,,,0
2019-03-14,1177,VALEP,,,,,,0
2019-03-14,1682,VALEP,,,,,,0
2019-03-14,1788B,VALEP,,,,,,0
2019-03-14,1977,VALEP,,,,,,0
2019-03-14,1174,VALEP,,,,,,0
2019-03-14,1620,VALEP,,,,,,0
2019-03-14,1755B,VALEP,,,,,,0
2019-03-14,1698,VALEP,,,,,,0
2019-03-14,1777,VALEP,,,,,,0
2019-03-14,9151,2SER,Repetir,Inseminación,92,FERNANDO,15:00 cuajo y max,0
2019-03-14,9170,VALEP,,,,,,0
2019-03-14,1672,VALEP,,,,,,0
2019-03-14,1960,VALEP,,,,,,0
2019-03-14,1641,VALEP,,,,,,0
2019-03-14,6037,VALEP,,,,,,0
2019-03-14,1743B,VALEP,,,,,,0
2019-03-14,1463,VALEP,,,,,,0
2019-03-14,1781,VALEP,,,,,,0
2019-03-14,1071,2SER,Repetir,Inseminación,92,FERNANDO,15:00,0
2019-03-14,1232,VALEP,,,,,,0
2019-03-14,9131,VALEP,,,,,,0
2019-03-14,1656,VALEP,,,,,,0
2019-03-14,1446,VALEP,,,,,,0
2019-03-14,9033,VALEP,,,,,,0
2019-03-14,1285,VALEP,,,,,,0
2019-03-14,2009,VALEP,,,,,,0
2019-03-14,8096,2SER,Repetir,Inseminación,20,NELSON,15:00,0
2019-03-14,1784B,OBTR,,Recostituyentes,,,Núcleo refuerzo,0
2019-03-14,1178,VALEP,,,,,,0
2019-03-14,1731,VALEP,,,,,,0
2019-03-14,1475,VALEP,,,,,,0
2019-03-14,1153,VALEP,,,,,,0
2019-03-14,1051,2SER,Repetir,Inseminación,17,FERNANDO,4:00 cuajo y max,0
2019-03-14,1051,VALEP,,,,,,0
2019-03-14,1891,VALEP,,,,,,0
2019-03-14,1847,VALEP,,,,,,0
2019-03-14,1435,VALEP,,,,,,0
2019-03-14,1607,VALEP,,,,,,0
2019-03-14,1591,VALEP,,,,,,0
2019-03-14,8029,VALEP,,,,,,0
2019-03-14,1470,VALEP,,,,,,0
2019-03-14,1425,VALEP,,,,,,0
2019-03-14,1820,VALEP,,,,,,0
2019-03-14,1769,VALEP,,,,,,0
2019-03-14,7177,VALEP,,,,,,0
2019-03-14,1152,VALEP,,,,,,0
2019-03-14,1796B,VALEP,,,,,,0
2019-03-14,1850,VALEP,,,,,,0
2019-03-14,8028,VALEP,,,,,,0
2019-03-14,1753,VALEP,,,,,,0
2019-03-14,9180,VALEP,,,,,,0
2019-03-14,1812,VALEP,,,,,,0
2019-03-14,2027,VALEP,,,,,,0
2019-03-14,1618,VALEP,,,,,,0
2019-03-14,1856,VALEP,,,,,,0
2019-03-14,9175,VALEP,,,,,,0
2019-03-14,1183,VALEP,,,,,,0
2019-03-14,1286,OBTR,,Recostituyentes,,,Núcleo refuerzo,0
2019-03-14,1690,2SER,Repetir,Inseminación,1,NELSON,14:00,0
2019-03-14,1767B,OBTR,,Recostituyentes,,,nucleo refuerzo,0
2019-03-14,1785B,VALEP,,,,,,0
2019-03-14,1036,VALEP,,,,,,0
2019-03-14,8234,VALEP,,,,,,0
2019-03-14,1987,VALEP,,,,,,0
2019-03-14,1981,2SER,Repetir,Inseminación,18,NELSON,16:00,0
2019-03-14,1791B,OBTR,,Recostituyentes,,,nucleo refuerzo,0
2019-03-14,1730,VALEP,,,,,,0
2019-03-14,1925,VALEP,,,,,,0
2019-03-14,1096,VALEP,,,,,,0
2019-03-14,1396,VALEP,,,,,,0
2019-03-14,1937,VALEP,,,,,,0
2019-03-14,1540,VALEP,,,,,,0
2019-03-14,1492,VALEP,,,,,,0
2019-03-14,1145,VALEP,,,,,,0
2019-03-14,1929,MASCL,,PI,,,Mastilac,0
2019-03-14,1172,VALEP,,,,,,0
2019-03-14,1186,VALEP,,,,,,0
2019-03-14,1838,VALEP,,,,,,0
2019-03-14,1547,VALEP,,,,,,0
2019-03-14,1481,VALEP,,,,,,0
2019-03-14,8010,VALEP,,,,,,0
2019-03-14,8170,VALEP,,,,,,0
2019-03-14,1602,VALEP,,,,,,0
2019-03-14,1166,VALEP,,,,,,0
2019-03-14,40607,VALEP,,,,,,0
2019-03-14,1805,VALEP,,,,,,0
2019-03-14,1603,VALEP,,,,,,0
2019-03-14,1979,VALEP,,,,,,0
2019-03-14,1859,VALEP,,,,,,0
2019-03-14,1277,VALEP,,,,,,0
2019-03-14,1717,VALEP,,,,,,0
2019-03-14,238J,VALEP,,,,,,0
2019-03-14,2036,OBTR,,Recostituyentes,,,Núcleo refuerzo,0
2019-03-14,4271,VALEP,,,,,,0
2019-03-14,1311,VALEP,,,,,,0
2019-03-14,1140,VALEP,,,,,,0
2019-03-14,1629,OBTR,,Recostituyentes,,,Núcleo refuerzo,0
2019-03-14,1469,VALEP,,,,,,0
2019-03-14,1649,VALEP,,,,,,0
2019-03-14,1614,VALEP,,,,,,0
2019-03-14,1815,VALEP,,,,,,0
2019-03-14,1744,VALEP,,,,,,0
2019-03-14,9025,VALEP,,,,,,0
2019-03-14,1270,VALEP,,,,,,0
2019-03-14,2023,VALEP,,,,,,0
2019-03-14,1329,VALEP,,,,,,0
2019-03-14,1890,VALEP,,,,,,0
2019-03-14,1807,VALEP,,,,,,0
2019-03-14,9188,VALEP,,,,,,0
2019-03-14,1598,VALEP,,,,,,0
2019-03-13,1743B,DPSEC,Positivo,,,,,0
2019-03-13,1641,DP5,Cargada,,,,,0
2019-03-13,1784B,EXREP,O. LISOS,,,,,0
2019-03-13,1738B,EXREP,INR,,,,,0
2019-03-13,1877,DPR,Cargada,,93,,,0
2019-03-13,1800,ECOGR,Dudoso,,,,,0
2019-03-13,1880,1PAR,>,ABORTO,,,,0
2019-03-13,1817,DPSEC,Positivo,,,,,0
2019-03-13,25B,DPSEC,Positivo,,,,,0
2019-03-13,1420,EXREP,INR,,,,leve sucia zincrocel,0
2019-03-13,1049,EXREP,OVSYN,,,,cld,0
2019-03-13,1813,ECO2,Positivo,,,,,0
2019-03-13,1177,ECOGR,Positivo,,66,,,0
2019-03-13,1872,DPR,Cargada,,80,,,0
2019-03-13,1753,DPR,Cargada,,1,,,0
2019-03-13,1152,2SER,Repetir,Inseminación,92,FERNANDO,15:00 cuajo y max,0
2019-03-13,1881,EXREP,OVSYN,,,,cld,0
2019-03-13,1406,EXREP,INR,,,,dexa por ciatico,0
2019-03-13,1881,ECOGR,Negativo,,,,ovsynch,0
2019-03-13,18B,EXREP,SV,,,,cli zincrocel,0
2019-03-13,1915,DPSEC,Positivo,,,,,0
2019-03-13,1227,EXREP,SV,,,,ojo al celo,0
2019-03-13,8028,ECO2,Positivo,,,,,0
2019-03-13,1773B,DPSEC,Positivo,,,,,0
2019-03-13,1693,EXREP,INR,,,,,0
2019-03-13,1658,DPR,Cargada,,1,,,0
2019-03-13,1540,DP5,Cargada,,,,,0
2019-03-13,1491,ECO2,Positivo,,,,,0
2019-03-13,2062,EXREP,INR,,,,,0
2019-03-13,1556,EXREP,SV,,,,cld zincrocel,0
2019-03-13,242J,DPSEC,Positivo,,,,,0
2019-03-13,1727B,EXREP,PIOMETRA,,,,"flushing, y 3 b oxi",0
2019-03-13,1921,EXREP,O. LISOS,,,,,0
2019-03-13,1727B,ECOGR,Negativo,,,,Piometra,0
2019-03-13,1681,EXREP,SV,,,,cld zincrocel sv,0
2019-03-13,1767B,EXREP,O. LISOS,,,,,0
2019-03-13,1922,ECO2,Positivo,,,,,0
2019-03-13,8138,EXREP,INR,,,,,0
2019-03-13,1791B,EXREP,O. LISOS,,,,,0
2019-03-13,1940,EXREP,INR,,,,,0
2019-03-13,2017,EXREP,O. LISOS,,,,,0
2019-03-13,4233,EXREP,OVSYN,,,,,0
2019-03-13,1923,ECOGR,Positivo,,20,,,0
2019-03-13,1774B,DPR,Cargada,,1,,,0
2019-03-13,4233,ECOGR,Negativo,,,,Ovsynch,0
2019-03-13,1779B,DP5,Cargada,,,,,0
2019-03-13,1649,EXREP,SV,,,,cld zincrocel,0
2019-03-13,1270,DPR,Cargada,,13,,,0
2019-03-13,1870,ECOGR,Positivo,,66,,,0
2019-03-13,1772B,DPSEC,Positivo,,,,,0
2019-03-13,1311,EXREP,OVSYN,,,,"con dispositivo, O.Lisos",0
2019-03-13,257J,EXREP,INR,,,,,0
2019-03-13,1256,ECOGR,Negativo,,,,posible leucosis,0
2019-03-13,1236,EXREP,INR,,,,,0
2019-03-13,1749B,ECOGR,Negativo,,,,Ovsynch,0
2019-03-13,1366,ECOGR,Negativo,,,,secar y lacto,0
2019-03-13,1755B,ECOGR,Positivo,,66,,,0
2019-03-13,1366,EXREP,Lactoinducir,,,,,0
2019-03-13,2058,EXREP,OVSYN,,,,cli,0
2019-03-13,1590,EXREP,INR,,,,,0
2019-03-13,1730,ECOGR,Negativo,,,,cld zincrocel sv,0
2019-03-13,1836,EXREP,INR,,,,,0
2019-03-13,2058,ECOGR,Negativo,,,,ovsynch,0
2019-03-13,1251,ECOGR,Negativo,,,,Ovsynch cli,0
2019-03-13,1829,ECO2,Positivo,,,,,0
2019-03-13,1807,DP5,Cargada,,,,,0
2019-03-13,1771,ECOGR,Negativo,,,,cld zincrocel el 24 marzo,0
2019-03-13,1216,DPR,Cargada,,1,,,0
2019-03-13,241J,EXREP,SUCIA,,,,zincrocel 3 b oxi,0
2019-03-13,1508,EXREP,INR,,,,,0
